date,final,release1,release2,release3,rev_2to1,rev_3to2,rev_final,se,ci90_lower,ci90_upper,is_outlier,revision_magnitude
1941-06-01,36650,36656.87703123449,36652.750812493796,36650.68770312345,-4.126218740697368,-2.063109370348684,-6.877031234493188,85.0,36520.87703123449,36792.87703123449,False,Small
1941-07-01,37137,37167.1279959172,37149.051198366884,37140.01279959172,-18.076797550318588,-9.038398775162932,-30.127995917202497,85.0,37031.1279959172,37303.1279959172,False,Small
1941-08-01,37544,37390.07913616183,37482.43165446473,37528.607913616186,92.3525183028978,46.17625915145618,153.92086383816786,85.0,37254.07913616183,37526.07913616183,False,Large
1941-09-01,37835,37821.012291855346,37829.40491674214,37833.60122918554,8.392624886793783,4.1963124433968915,13.98770814465388,85.0,37685.012291855346,37957.012291855346,False,Small
1941-10-01,37949,38013.328319671695,37974.73132786868,37955.43283196717,-38.59699180301686,-19.29849590150843,-64.32831967169477,85.0,37877.328319671695,38149.328319671695,False,Medium
1941-11-01,38024,37947.30913159226,37993.32365263691,38016.330913159225,46.01452104464988,23.007260522317665,76.69086840774253,85.0,37811.30913159226,38083.30913159226,False,Medium
1941-12-01,38104,38180.56327374783,38134.62530949913,38111.65632737478,-45.93796424869652,-22.968982124351896,-76.56327374782995,85.0,38044.56327374783,38316.56327374783,False,Medium
1942-01-01,38347,38316.33523037464,38334.734092149854,38343.93352303746,18.398861775211117,9.199430887609196,30.664769625356712,85.0,38180.33523037464,38452.33523037464,False,Small
1942-02-01,38512,38643.975259290986,38564.79010371639,38525.1975259291,-79.18515557459614,-39.59257778729079,-131.9752592909863,85.0,38507.975259290986,38779.975259290986,False,Large
1942-03-01,38935,39019.61395366738,38968.84558146695,38943.461395366736,-50.76837220042944,-25.38418610021472,-84.61395366737997,85.0,38883.61395366738,39155.61395366738,False,Medium
1942-04-01,39352,39322.23540730982,39340.094162923924,39349.02354073098,17.858755614106485,8.92937780705688,29.764592690182326,85.0,39186.23540730982,39458.23540730982,False,Small
1942-05-01,39771,39700.615006500346,39742.84600260014,39763.96150065003,42.23099609979545,21.115498049890448,70.38499349965423,85.0,39564.615006500346,39836.615006500346,False,Medium
1942-06-01,40029,40001.147378910755,40017.8589515643,40026.214737891074,16.7115726535485,8.355786326770613,27.852621089245076,85.0,39865.147378910755,40137.147378910755,False,Small
1942-07-01,40472,40465.67362117912,40469.469448471646,40471.36736211791,3.7958272925243364,1.8979136462658062,6.326378820878745,85.0,40329.67362117912,40601.67362117912,False,Small
1942-08-01,40988,40995.5827771692,40991.03311086768,40988.75827771692,-4.549666301521938,-2.274833150753693,-7.58277716919838,85.0,40859.5827771692,41131.5827771692,False,Small
1942-09-01,41259,41354.88914927756,41297.35565971102,41268.58891492776,-57.533489566536446,-28.766744783264585,-95.88914927755832,85.0,41218.88914927756,41490.88914927756,False,Medium
1942-10-01,41515,41553.988315629605,41530.59532625184,41518.89883156296,-23.392989377767663,-11.696494688876555,-38.988315629605495,85.0,41417.988315629605,41689.988315629605,False,Small
1942-11-01,41674,41693.54790782199,41681.81916312879,41675.9547907822,-11.72874469319504,-5.864372346593882,-19.547907821986882,85.0,41557.54790782199,41829.54790782199,False,Small
1942-12-01,41915,41820.71583303358,41877.28633321343,41905.57158330336,56.57050017984875,28.28525008993165,94.28416696641943,85.0,41684.71583303358,41956.71583303358,False,Medium
1943-01-01,42172,42131.22862828236,42155.691451312945,42167.922862828236,24.462823030582513,12.231411515291256,40.77137171763752,85.0,41995.22862828236,42267.22862828236,False,Small
1943-02-01,42393,42510.2280116522,42439.89120466088,42404.72280116522,-70.33680699131946,-35.16840349566337,-117.22801165220153,85.0,42374.2280116522,42646.2280116522,False,Large
1943-03-01,42552,42512.69370229539,42536.27748091816,42548.06937022954,23.58377862276393,11.791889311381965,39.30629770460655,85.0,42376.69370229539,42648.69370229539,False,Small
1943-04-01,42647,42660.88117103122,42652.55246841249,42648.388117103124,-8.328702618731768,-4.164351309365884,-13.881171031222038,85.0,42524.88117103122,42796.88117103122,False,Small
1943-05-01,42596,42631.76915002295,42610.30766000918,42599.5769150023,-21.461490013767616,-10.730745006883808,-35.76915002294845,85.0,42495.76915002295,42767.76915002295,False,Small
1943-06-01,42781,42720.12427833694,42756.64971133477,42774.9124278337,36.52543299783429,18.26271649892442,60.875721663061995,85.0,42584.12427833694,42856.12427833694,False,Medium
1943-07-01,42700,42607.675035812805,42663.07001432512,42690.76750358128,55.39497851231863,27.697489256155677,92.32496418719529,85.0,42471.675035812805,42743.675035812805,False,Medium
1943-08-01,42546,42461.15399106628,42512.061596426516,42537.515399106625,50.90760536023299,25.45380268010922,84.8460089337168,85.0,42325.15399106628,42597.15399106628,False,Medium
1943-09-01,42492,42539.941314241696,42511.176525696676,42496.79413142417,-28.764788545020565,-14.382394272506644,-47.94131424169609,85.0,42403.941314241696,42675.941314241696,False,Small
1943-10-01,42675,42683.190928188844,42678.27637127553,42675.819092818885,-4.914556913310662,-2.457278456648055,-8.190928188843827,85.0,42547.190928188844,42819.190928188844,False,Small
1943-11-01,42821,42781.15524264473,42805.0620970579,42817.015524264476,23.906854413166002,11.953427206579363,39.844757355269394,85.0,42645.15524264473,42917.15524264473,False,Small
1943-12-01,42746,42657.83411546583,42710.73364618633,42737.18341154658,52.89953072050412,26.44976536025206,88.16588453417353,85.0,42521.83411546583,42793.83411546583,False,Medium
1944-01-01,42654,42674.9380678384,42662.37522713536,42656.093806783836,-12.562840703038091,-6.281420351522684,-20.93806783839682,85.0,42538.9380678384,42810.9380678384,False,Small
1944-02-01,42538,42536.92442324979,42537.56976929992,42537.89244232498,0.6453460501288646,0.3226730250607943,1.075576750212349,85.0,42400.92442324979,42672.92442324979,False,Small
1944-03-01,42294,42361.975123050455,42321.19004922018,42300.79751230504,-40.78507383027318,-20.392536915140226,-67.9751230504553,85.0,42225.975123050455,42497.975123050455,False,Medium
1944-04-01,42063,42137.71549680605,42092.88619872242,42070.4715496806,-44.82929808362678,-22.414649041820667,-74.71549680604949,85.0,42001.71549680605,42273.71549680605,False,Medium
1944-05-01,41985,41909.06056332043,41954.624225328174,41977.406056332045,45.563662007742096,22.781831003871048,75.93943667956773,85.0,41773.06056332043,42045.06056332043,False,Medium
1944-06-01,41947,41830.281997857186,41900.31279914288,41935.32819978572,70.03080128569127,35.015400642841996,116.71800214281393,85.0,41694.281997857186,41966.281997857186,False,Large
1944-07-01,41904,41894.40075911852,41900.16030364741,41903.04007591185,5.759544528889819,2.8797722644376336,9.599240881478181,85.0,41758.40075911852,42030.40075911852,False,Small
1944-08-01,41850,41759.7350326581,41813.89401306324,41840.973503265806,54.15898040514003,27.079490202566376,90.26496734190005,85.0,41623.7350326581,41895.7350326581,False,Medium
1944-09-01,41679,41636.87729812143,41662.15091924857,41674.787729812146,25.27362112714036,12.636810563577455,42.122701878572116,85.0,41500.87729812143,41772.87729812143,False,Small
1944-10-01,41708,41741.38398159538,41721.35359263815,41711.33839815954,-20.03038895723148,-10.015194478612102,-33.383981595383375,85.0,41605.38398159538,41877.38398159538,False,Small
1944-11-01,41711,41668.89532958687,41694.158131834745,41706.78953295869,25.262802247874788,12.63140112394467,42.1046704131295,85.0,41532.89532958687,41804.89532958687,False,Small
1944-12-01,41860,41729.647257515055,41807.85890300602,41846.9647257515,78.21164549096284,39.10582274548506,130.35274248494534,85.0,41593.647257515055,41865.647257515055,False,Large
1945-01-01,41895,41882.68695293325,41890.0747811733,41893.76869529332,7.3878282400546595,3.693914120020054,12.313047066752915,85.0,41746.68695293325,42018.68695293325,False,Small
1945-02-01,41897,41764.65172581395,41844.06069032558,41883.76517258139,79.4089645116328,39.704482255809125,132.34827418604982,85.0,41628.65172581395,41900.65172581395,False,Large
1945-03-01,41798,41979.48088280673,41870.592353122694,41816.14808828067,-108.88852968403808,-54.444264842022676,-181.48088280673255,85.0,41843.48088280673,42115.48088280673,False,Large
1945-04-01,41446,41369.35731217186,41415.342924868746,41438.33573121719,45.98561269688798,22.992806348440354,76.64268782814179,85.0,41233.35731217186,41505.35731217186,False,Medium
1945-05-01,41304,41282.47146988213,41295.38858795285,41301.84714698821,12.91711807071988,6.45855903535994,21.528530117866467,85.0,41146.47146988213,41418.47146988213,False,Small
1945-06-01,41149,41156.42555128494,41151.97022051398,41149.74255512849,-4.4553307709647925,-2.227665385486034,-7.425551284941321,85.0,41020.42555128494,41292.42555128494,False,Small
1945-07-01,40874,40852.11794175984,40865.24717670393,40871.811794175985,13.129234944091877,6.564617472053214,21.882058240160404,85.0,40716.11794175984,40988.11794175984,False,Small
1945-08-01,40466,40600.06766859507,40519.62706743803,40479.40676685951,-80.44060115703905,-40.22030057851953,-134.06766859506752,85.0,40464.06766859507,40736.06766859507,False,Large
1945-09-01,38507,38508.47539158781,38507.590156635124,38507.14753915878,-0.8852349526860053,-0.44261747634300264,-1.4753915878100088,85.0,38372.47539158781,38644.47539158781,False,Small
1945-10-01,38600,38558.21655713662,38583.28662285465,38595.82165571366,25.070065718027763,12.535032859013882,41.783442863379605,85.0,38422.21655713662,38694.21655713662,False,Small
1945-11-01,38996,38870.15794664439,38945.663178657756,38983.41579466444,75.5052320133691,37.75261600668455,125.84205335561273,85.0,38734.15794664439,39006.15794664439,False,Large
1945-12-01,39110,39133.870266370526,39119.54810654821,39112.38702663705,-14.32215982231719,-7.161079911158595,-23.870266370526224,85.0,38997.870266370526,39269.870266370526,False,Small
1946-01-01,39829,39874.637020216986,39847.25480808679,39833.5637020217,-27.382212130192784,-13.691106065096392,-45.63702021698555,85.0,39738.637020216986,40010.637020216986,False,Small
1946-02-01,39244,39266.63177826884,39253.05271130754,39246.263177826884,-13.579066961305216,-6.789533480652608,-22.631778268842027,85.0,39130.63177826884,39402.63177826884,False,Small
1946-03-01,40195,40111.344841172344,40161.537936468936,40186.63448411723,50.19309529659222,25.09654764829611,83.65515882765612,85.0,39975.344841172344,40247.344841172344,False,Medium
1946-04-01,40913,40873.34366677552,40897.137466710206,40909.03436667755,23.793799934683193,11.896899967345234,39.65633322447684,85.0,40737.34366677552,41009.34366677552,False,Small
1946-05-01,41349,41373.73201528253,41358.892806113014,41351.47320152825,-14.839209169513197,-7.419604584763874,-24.732015282526845,85.0,41237.73201528253,41509.73201528253,False,Small
1946-06-01,41735,41681.5049425165,41713.6019770066,41729.65049425165,32.09703449009976,16.04851724504988,53.49505748350202,85.0,41545.5049425165,41817.5049425165,False,Medium
1946-07-01,42153,42130.719183798894,42144.087673519556,42150.77191837989,13.368489720662183,6.684244860334729,22.280816201106063,85.0,41994.719183798894,42266.719183798894,False,Small
1946-08-01,42642,42554.351625710035,42606.940650284014,42633.235162571,52.58902457397926,26.29451228698599,87.64837428996543,85.0,42418.351625710035,42690.351625710035,False,Medium
1946-09-01,42915,42952.6539820408,42930.06159281632,42918.76539820408,-22.59238922448276,-11.296194612237741,-37.65398204079975,85.0,42816.6539820408,43088.6539820408,False,Small
1946-10-01,43093,43102.57466099483,43096.829864397936,43093.957466099484,-5.7447965968967765,-2.872398298452026,-9.574660994832811,85.0,42966.57466099483,43238.57466099483,False,Small
1946-11-01,43395,43409.40811148491,43400.76324459397,43396.44081114849,-8.644866890943376,-4.322433445478964,-14.408111484910478,85.0,43273.40811148491,43545.40811148491,False,Small
1946-12-01,43379,43473.76362110991,43416.90544844396,43388.47636211099,-56.85817266594677,-28.429086332973384,-94.76362110990885,85.0,43337.76362110991,43609.76362110991,False,Medium
1947-01-01,43535,43497.79097922015,43520.11639168806,43531.279097922015,22.32541246790788,11.16270623395394,37.20902077984647,85.0,43361.79097922015,43633.79097922015,False,Small
1947-02-01,43557,43522.42085458651,43543.1683418346,43553.54208545865,20.747487248088873,10.373743624048075,34.57914541348873,85.0,43386.42085458651,43658.42085458651,False,Small
1947-03-01,43607,43591.61649075182,43600.846596300726,43605.46164907518,9.230105548907886,4.615052774453943,15.383509248182236,85.0,43455.61649075182,43727.61649075182,False,Small
1947-04-01,43499,43501.59403500314,43500.03761400125,43499.25940350031,-1.5564210018856102,-0.7782105009391671,-2.594035003137833,85.0,43365.59403500314,43637.59403500314,False,Small
1947-05-01,43638,43729.15280565378,43674.46112226151,43647.11528056538,-54.691683392265986,-27.34584169613663,-91.15280565377907,85.0,43593.15280565378,43865.15280565378,False,Medium
1947-06-01,43810,43826.5483992074,43816.61935968296,43811.65483992074,-9.92903952443885,-4.964519762223063,-16.548399207400507,85.0,43690.5483992074,43962.5483992074,False,Small
1947-07-01,43743,43753.70358873951,43747.2814354958,43744.07035887395,-6.422153243707726,-3.211076621853863,-10.703588739510451,85.0,43617.70358873951,43889.70358873951,False,Small
1947-08-01,43960,44005.17079519162,43978.06831807665,43964.51707951916,-27.10247711496777,-13.55123855749116,-45.1707951916178,85.0,43869.17079519162,44141.17079519162,False,Small
1947-09-01,44203,44200.09642837495,44201.83857134998,44202.70964283749,1.7421429750320385,0.8710714875123813,2.903571625050972,85.0,44064.09642837495,44336.09642837495,False,Small
1947-10-01,44411,44365.69618573891,44392.87847429556,44406.469618573894,27.182288556650747,13.59114427833265,45.30381426108943,85.0,44229.69618573891,44501.69618573891,False,Small
1947-11-01,44484,44327.53605740921,44421.41442296369,44468.35360574092,93.87836555447575,46.93918277723424,156.46394259078806,85.0,44191.53605740921,44463.53605740921,False,Large
1947-12-01,44581,44552.90666403761,44569.762665615046,44578.19066640376,16.856001577434654,8.428000788713689,28.093335962388664,85.0,44416.90666403761,44688.90666403761,False,Small
1948-01-01,44679,44644.68372069579,44665.27348827832,44675.56837206958,20.589767582525383,10.294883791262691,34.316279304206546,85.0,44508.68372069579,44780.68372069579,False,Small
1948-02-01,44533,44523.583443682466,44529.233377472985,44532.05834436825,5.649933790518844,2.82496689526306,9.416556317533832,85.0,44387.583443682466,44659.583443682466,False,Small
1948-03-01,44683,44811.907841147426,44734.56313645897,44695.890784114745,-77.34470468845393,-38.672352344226965,-128.90784114742564,85.0,44675.907841147426,44947.907841147426,False,Large
1948-04-01,44379,44365.98854065869,44373.79541626348,44377.69885406587,7.80687560478691,3.903437802393455,13.011459341309092,85.0,44229.98854065869,44501.98854065869,False,Small
1948-05-01,44796,44776.48273425442,44788.19309370177,44794.04827342544,11.710359447344672,5.855179723672336,19.51726574557688,85.0,44640.48273425442,44912.48273425442,False,Small
1948-06-01,45034,44834.256841563605,44954.10273662544,45014.02568415636,119.84589506183693,59.922947530918464,199.74315843639488,85.0,44698.256841563605,44970.256841563605,False,Large
1948-07-01,45160,45159.42707235859,45159.77082894343,45159.94270723586,0.34375658484350424,0.17187829242902808,0.5729276414131164,85.0,45023.42707235859,45295.42707235859,False,Small
1948-08-01,45178,45140.383949324976,45162.95357972999,45174.2383949325,22.569630405014323,11.2848152025108,37.61605067502387,85.0,45004.383949324976,45276.383949324976,False,Small
1948-09-01,45294,45281.603382727895,45289.041353091154,45292.76033827279,7.437970363258501,3.7189851816365262,12.396617272104777,85.0,45145.603382727895,45417.603382727895,False,Small
1948-10-01,45245,45317.65085282146,45274.060341128585,45252.265085282146,-43.590511692877044,-21.795255846438522,-72.65085282146174,85.0,45181.65085282146,45453.65085282146,False,Medium
1948-11-01,45192,45091.288288911375,45151.71531556455,45181.928828891134,60.427026653174835,30.21351332658378,100.71171108862472,85.0,44955.288288911375,45227.288288911375,False,Large
1948-12-01,45032,44960.605022548494,45003.442009019396,45024.86050225485,42.83698647090205,21.41849323545466,71.39497745150584,85.0,44824.605022548494,45096.605022548494,False,Medium
1949-01-01,44668,44593.67260397177,44638.26904158871,44660.567260397176,44.59643761694315,22.2982188084643,74.3273960282313,85.0,44457.67260397177,44729.67260397177,False,Medium
1949-02-01,44497,44550.20405910961,44518.281623643845,44502.32040591096,-31.922435465763556,-15.961217732881778,-53.20405910960835,85.0,44414.20405910961,44686.20405910961,False,Medium
1949-03-01,44240,44119.79042667979,44191.91617067192,44227.97904266798,72.12574399212463,36.06287199606595,120.20957332020771,85.0,43983.79042667979,44255.79042667979,False,Large
1949-04-01,44236,44326.13882970942,44272.055531883765,44245.01388297094,-54.08329782565852,-27.04164891282562,-90.13882970942359,85.0,44190.13882970942,44462.13882970942,False,Medium
1949-05-01,43984,43924.98571796498,43960.39428718599,43978.0985717965,35.40856922101375,17.704284610510513,59.014282035022916,85.0,43788.98571796498,44060.98571796498,False,Medium
1949-06-01,43739,43559.715828064254,43667.2863312257,43721.07158280643,107.57050316144887,53.785251580724434,179.2841719357457,85.0,43423.715828064254,43695.715828064254,False,Large
1949-07-01,43531,43590.2902243848,43554.71608975392,43536.92902243848,-35.57413463087869,-17.787067315439344,-59.29022438480024,85.0,43454.2902243848,43726.2902243848,False,Medium
1949-08-01,43624,43651.47232972021,43634.98893188808,43626.74723297202,-16.483397832125775,-8.241698916062887,-27.4723297202072,85.0,43515.47232972021,43787.47232972021,False,Small
1949-09-01,43780,43757.526147618424,43771.01045904737,43777.75261476184,13.484311428946967,6.742155714469845,22.473852381575853,85.0,43621.526147618424,43893.526147618424,False,Small
1949-10-01,42942,42964.760674058714,42951.10426962349,42944.27606740587,-13.65640443522716,-6.82820221761358,-22.760674058714358,85.0,42828.760674058714,43100.760674058714,False,Small
1949-11-01,43242,43343.29975732996,43282.519902931985,43252.129975733,-60.779854397973395,-30.389927198986697,-101.29975732995808,85.0,43207.29975732996,43479.29975732996,False,Large
1949-12-01,43522,43501.85777688955,43513.94311075582,43519.985777688955,12.085333866270958,6.042666933135479,20.142223110451596,85.0,43365.85777688955,43637.85777688955,False,Small
1950-01-01,43526,43590.67277852946,43551.86911141178,43532.46727785295,-38.803667117674195,-19.40183355883346,-64.67277852945699,85.0,43454.67277852946,43726.67277852946,False,Medium
1950-02-01,43297,43246.48056770236,43276.79222708094,43291.948056770234,30.31165937858168,15.15582968929084,50.51943229763856,85.0,43110.48056770236,43382.48056770236,False,Medium
1950-03-01,43954,44007.95681756754,43975.58272702702,43959.39568175675,-32.37409054052114,-16.187045270264207,-53.956817567537655,85.0,43871.95681756754,44143.95681756754,False,Medium
1950-04-01,44382,44250.75491962369,44329.50196784947,44368.87549196237,78.74704822578497,39.37352411289612,131.24508037631313,85.0,44114.75491962369,44386.75491962369,False,Large
1950-05-01,44718,44761.743996925215,44735.49759877009,44722.37439969252,-26.24639815512637,-13.123199077570462,-43.74399692521547,85.0,44625.743996925215,44897.743996925215,False,Small
1950-06-01,45083,45092.15461371543,45086.66184548617,45083.915461371544,-5.492768229261856,-2.746384114623652,-9.15461371542915,85.0,44956.15461371543,45228.15461371543,False,Small
1950-07-01,45454,45377.98620869727,45423.59448347891,45446.398620869724,45.60827478163992,22.804137390812684,76.01379130272835,85.0,45241.98620869727,45513.98620869727,False,Medium
1950-08-01,46192,46269.314823732544,46222.925929493016,46199.73148237325,-46.38889423952787,-23.194447119763936,-77.31482373254403,85.0,46133.314823732544,46405.314823732544,False,Medium
1950-09-01,46438,46405.94050490469,46425.176201961876,46434.79405049047,19.23569705718546,9.61784852859273,32.0594950953091,85.0,46269.94050490469,46541.94050490469,False,Small
1950-10-01,46706,46592.96429342882,46660.785717371524,46694.69642934288,67.8214239427034,33.91071197135898,113.03570657117962,85.0,46456.96429342882,46728.96429342882,False,Large
1950-11-01,46776,46881.56124259209,46818.224497036834,46786.55612425921,-63.33674555525795,-31.668372777625336,-105.56124259209173,85.0,46745.56124259209,47017.56124259209,False,Large
1950-12-01,46861,46832.15246061008,46849.46098424403,46858.11524606101,17.308523633953882,8.654261816976941,28.847539389920712,85.0,46696.15246061008,46968.15246061008,False,Small
1951-01-01,47288,47253.50879043137,47274.20351617255,47284.550879043134,20.694725741181173,10.34736287058331,34.49120956863044,85.0,47117.50879043137,47389.50879043137,False,Small
1951-02-01,47577,47503.3632846167,47547.545313846684,47569.63632846167,44.18202922998171,22.091014614983578,73.636715383298,85.0,47367.3632846167,47639.3632846167,False,Medium
1951-03-01,47873,47950.77130331586,47904.10852132634,47880.77713033158,-46.66278198951477,-23.331390994761023,-77.77130331585795,85.0,47814.77130331586,48086.77130331586,False,Medium
1951-04-01,47861,47945.03424598132,47894.61369839253,47869.40342459813,-50.420547588786576,-25.210273794400564,-84.03424598131824,85.0,47809.03424598132,48081.03424598132,False,Medium
1951-05-01,47952,47897.854382578735,47930.34175303149,47946.58543825788,32.487370452756295,16.243685226385423,54.14561742126534,85.0,47761.854382578735,48033.854382578735,False,Medium
1951-06-01,48064,48026.726149507514,48049.090459803,48060.27261495075,22.364310295488394,11.182155147747835,37.27385049248551,85.0,47890.726149507514,48162.726149507514,False,Small
1951-07-01,48061,48027.21303622406,48047.48521448962,48057.62130362241,20.272178265564435,10.136089132785855,33.78696377594315,85.0,47891.21303622406,48163.21303622406,False,Small
1951-08-01,48012,47971.01638428773,47995.60655371509,48007.901638428775,24.590169427363435,12.295084713681717,40.983615712269966,85.0,47835.01638428773,48107.01638428773,False,Small
1951-09-01,47954,47990.00185411839,47968.400741647354,47957.60018541184,-21.601112471034867,-10.800556235517433,-36.00185411838902,85.0,47854.00185411839,48126.00185411839,False,Small
1951-10-01,48006,47973.58097271292,47993.03238908517,48002.75809727129,19.451416372248787,9.725708186117117,32.41902728707646,85.0,47837.58097271292,48109.58097271292,False,Small
1951-11-01,48147,48110.019564502596,48132.20782580104,48143.30195645026,22.18826129844092,11.094130649224098,36.98043549740396,85.0,47974.019564502596,48246.019564502596,False,Small
1951-12-01,48314,48352.57635635198,48329.43054254079,48317.8576356352,-23.145813811192056,-11.572906905588752,-38.576356351979484,85.0,48216.57635635198,48488.57635635198,False,Small
1952-01-01,48296,48141.066911664144,48234.02676466566,48280.50669116641,92.9598530015137,46.47992650075321,154.93308833585616,85.0,48005.066911664144,48277.066911664144,False,Large
1952-02-01,48522,48471.46253093162,48501.785012372646,48516.94625309316,30.322481441027776,15.161240720517526,50.53746906838205,85.0,48335.46253093162,48607.46253093162,False,Medium
1952-03-01,48504,48578.3477622902,48533.73910491608,48511.43477622902,-44.6086573741195,-22.30432868705975,-74.34776229019917,85.0,48442.3477622902,48714.3477622902,False,Medium
1952-04-01,48620,48555.758479352466,48594.303391740985,48613.575847935244,38.54491238851915,19.272456194259576,64.24152064753434,85.0,48419.758479352466,48691.758479352466,False,Medium
1952-05-01,48642,48700.10112526705,48665.24045010682,48647.810112526706,-34.8606751602274,-17.43033758011734,-58.10112526705052,85.0,48564.10112526705,48836.10112526705,False,Medium
1952-06-01,48282,48207.96865471932,48252.38746188772,48274.59686547193,44.41880716840387,22.209403584209213,74.0313452806804,85.0,48071.96865471932,48343.96865471932,False,Medium
1952-07-01,48143,48041.10533157444,48102.24213262978,48132.81053315745,61.13680105533422,30.568400527670747,101.89466842555703,85.0,47905.10533157444,48177.10533157444,False,Large
